Id;Strategy;Side;Amount;Price;Date/Time;Trade P/L;P/L;Position;
47;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Open;1.0;$60.36;5/17/21, 8:35 AM;;$1.83;1.0;
48;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Close;-1.0;$60.75;5/17/21, 8:35 AM;$0.39;$2.13;0.0;
49;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Open;-1.0;$60.75;5/17/21, 8:35 AM;;$2.03;-1.0;
50;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Close;1.0;$61.84;5/17/21, 8:37 AM;($1.09);$1.04;0.0;
51;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Open;1.0;$61.84;5/17/21, 8:37 AM;;$0.95;1.0;
52;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Close;-1.0;$61.90;5/17/21, 8:37 AM;$0.06;$1.10;0.0;
53;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Open;-1.0;$61.90;5/17/21, 8:37 AM;;$1.08;-1.0;
54;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Close;1.0;$62.04;5/17/21, 8:46 AM;($0.14);$0.96;0.0;
55;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Open;1.0;$62.04;5/17/21, 8:46 AM;;$1.04;1.0;
56;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Close;-1.0;$62.09;5/17/21, 8:47 AM;$0.05;$1.01;0.0;
57;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Open;-1.0;$62.09;5/17/21, 8:47 AM;;$1.09;-1.0;
58;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Close;1.0;$62.12;5/17/21, 8:48 AM;($0.03);$0.98;0.0;
59;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Open;1.0;$62.12;5/17/21, 8:48 AM;;$1.08;1.0;
60;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Close;-1.0;$62.14;5/17/21, 8:48 AM;$0.02;$1.00;0.0;
61;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Open;-1.0;$62.14;5/17/21, 8:48 AM;;$1.10;-1.0;
62;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Close;1.0;$60.93;5/17/21, 8:56 AM;$1.21;$2.21;0.0;
63;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Open;1.0;$60.93;5/17/21, 8:56 AM;;$2.31;1.0;
64;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Close;-1.0;$60.94;5/17/21, 8:56 AM;$0.01;$2.22;0.0;
65;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Open;-1.0;$60.94;5/17/21, 8:56 AM;;$2.12;-1.0;
66;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Close;1.0;$60.88;5/17/21, 8:58 AM;$0.06;$2.27;0.0;
67;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Open;1.0;$60.88;5/17/21, 8:58 AM;;$2.37;1.0;
68;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Close;-1.0;$60.80;5/17/21, 8:59 AM;($0.08);$2.19;0.0;
69;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Open;-1.0;$60.80;5/17/21, 8:59 AM;;$2.29;-1.0;
70;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Close;1.0;$60.59;5/17/21, 9:06 AM;$0.21;$2.40;0.0;
71;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Open;1.0;$60.59;5/17/21, 9:06 AM;;$2.31;1.0;
72;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Close;-1.0;$60.45;5/17/21, 9:07 AM;($0.14);$2.26;0.0;
73;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Open;-1.0;$60.45;5/17/21, 9:07 AM;;$2.36;-1.0;
74;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Close;1.0;$60.62;5/17/21, 9:08 AM;($0.17);$2.09;0.0;
75;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Open;1.0;$60.62;5/17/21, 9:08 AM;;$2.07;1.0;
76;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Close;-1.0;$60.68;5/17/21, 9:09 AM;$0.06;$2.15;0.0;
77;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Open;-1.0;$60.68;5/17/21, 9:09 AM;;$2.25;-1.0;
78;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Close;1.0;$61.08;5/17/21, 9:12 AM;($0.40);$1.75;0.0;
79;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Open;1.0;$61.08;5/17/21, 9:12 AM;;$1.85;1.0;
80;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Close;-1.0;$61.24;5/17/21, 9:12 AM;$0.16;$1.92;0.0;
81;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Open;-1.0;$61.24;5/17/21, 9:12 AM;;$1.88;-1.0;
82;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Close;1.0;$61.36;5/17/21, 9:13 AM;($0.12);$1.80;0.0;
83;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Open;1.0;$61.36;5/17/21, 9:13 AM;;$1.86;1.0;
84;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Close;-1.0;$61.33;5/17/21, 9:13 AM;($0.03);$1.77;0.0;
85;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Open;-1.0;$61.33;5/17/21, 9:13 AM;;$1.69;-1.0;
86;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Close;1.0;$61.75;5/17/21, 9:19 AM;($0.42);$1.35;0.0;
87;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Open;1.0;$61.75;5/17/21, 9:19 AM;;$1.45;1.0;
88;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Close;-1.0;$61.72;5/17/21, 9:20 AM;($0.03);$1.32;0.0;
89;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Open;-1.0;$61.72;5/17/21, 9:20 AM;;$1.23;-1.0;
90;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Close;1.0;$61.94;5/17/21, 9:22 AM;($0.22);$1.10;0.0;
91;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Open;1.0;$61.94;5/17/21, 9:22 AM;;$1.03;1.0;
92;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Close;-1.0;$61.79;5/17/21, 9:22 AM;($0.15);$0.95;0.0;
93;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Open;-1.0;$61.79;5/17/21, 9:22 AM;;$1.05;-1.0;
94;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Close;1.0;$62.09;5/17/21, 9:44 AM;($0.30);$0.65;0.0;
95;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Open;1.0;$62.09;5/17/21, 9:44 AM;;$0.64;1.0;
96;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Close;-1.0;$62.29;5/17/21, 9:46 AM;$0.20;$0.85;0.0;
97;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Open;-1.0;$62.29;5/17/21, 9:46 AM;;$0.81;-1.0;
98;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Close;1.0;$62.47;5/17/21, 9:47 AM;($0.18);$0.68;0.0;
99;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Open;1.0;$62.47;5/17/21, 9:47 AM;;$0.58;1.0;
100;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Close;-1.0;$62.37;5/17/21, 9:48 AM;($0.10);$0.58;0.0;
101;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Open;-1.0;$62.37;5/17/21, 9:48 AM;;$0.68;-1.0;
102;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Close;1.0;$61.92;5/18/21, 8:35 AM;$0.45;$1.03;0.0;
103;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Open;1.0;$61.92;5/18/21, 8:35 AM;;$1.13;1.0;
104;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Close;-1.0;$62.30;5/18/21, 8:35 AM;$0.38;$1.41;0.0;
105;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Open;-1.0;$62.30;5/18/21, 8:35 AM;;$1.51;-1.0;
106;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Close;1.0;$62.52;5/18/21, 8:40 AM;($0.22);$1.19;0.0;
107;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Open;1.0;$62.52;5/18/21, 8:40 AM;;$1.10;1.0;
108;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Close;-1.0;$62.35;5/18/21, 8:40 AM;($0.17);$1.02;0.0;
109;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Open;-1.0;$62.35;5/18/21, 8:40 AM;;$1.12;-1.0;
110;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Close;1.0;$62.70;5/18/21, 8:42 AM;($0.35);$0.67;0.0;
111;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Open;1.0;$62.70;5/18/21, 8:42 AM;;$0.77;1.0;
112;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Close;-1.0;$62.77;5/18/21, 8:42 AM;$0.07;$0.74;0.0;
113;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Open;-1.0;$62.77;5/18/21, 8:42 AM;;$0.71;-1.0;
114;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Close;1.0;$62.67;5/18/21, 8:49 AM;$0.10;$0.84;0.0;
115;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Open;1.0;$62.67;5/18/21, 8:49 AM;;$0.78;1.0;
116;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Close;-1.0;$62.51;5/18/21, 8:49 AM;($0.16);$0.68;0.0;
117;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Open;-1.0;$62.51;5/18/21, 8:49 AM;;$0.78;-1.0;
118;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Close;1.0;$63.36;5/18/21, 8:55 AM;($0.84);($0.17);0.0;
119;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Open;1.0;$63.36;5/18/21, 8:55 AM;;($0.24);1.0;
120;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Close;-1.0;$63.28;5/18/21, 8:55 AM;($0.08);($0.24);0.0;
121;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Open;-1.0;$63.28;5/18/21, 8:55 AM;;($0.14);-1.0;
122;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Close;1.0;$63.36;5/18/21, 8:56 AM;($0.08);($0.33);0.0;
123;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Open;1.0;$63.36;5/18/21, 8:56 AM;;($0.37);1.0;
124;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Close;-1.0;$63.78;5/18/21, 8:57 AM;$0.42;$0.09;0.0;
125;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Open;-1.0;$63.78;5/18/21, 8:57 AM;;$0.00;-1.0;
126;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Close;1.0;$64.31;5/18/21, 8:59 AM;($0.53);($0.44);0.0;
127;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Open;1.0;$64.31;5/18/21, 8:59 AM;;($0.39);1.0;
128;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Close;-1.0;$64.31;5/18/21, 8:59 AM;($0.01);($0.44);0.0;
129;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Open;-1.0;$64.31;5/18/21, 8:59 AM;;($0.34);-1.0;
130;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Close;1.0;$63.92;5/18/21, 9:05 AM;$0.38;($0.06);0.0;
131;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Open;1.0;$63.92;5/18/21, 9:05 AM;;$0.04;1.0;
132;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Close;-1.0;$64.38;5/18/21, 9:06 AM;$0.46;$0.40;0.0;
133;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Open;-1.0;$64.38;5/18/21, 9:06 AM;;$0.34;-1.0;
134;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Close;1.0;$64.71;5/18/21, 9:08 AM;($0.33);$0.07;0.0;
135;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Open;1.0;$64.71;5/18/21, 9:08 AM;;($0.02);1.0;
136;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Close;-1.0;$64.52;5/18/21, 9:08 AM;($0.19);($0.12);0.0;
137;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Open;-1.0;$64.52;5/18/21, 9:08 AM;;($0.06);-1.0;
138;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Close;1.0;$65.37;5/18/21, 9:24 AM;($0.85);($0.97);0.0;
139;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Open;1.0;$65.37;5/18/21, 9:24 AM;;($1.06);1.0;
140;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Close;-1.0;$65.28;5/18/21, 9:25 AM;($0.09);($1.06);0.0;
141;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Open;-1.0;$65.28;5/18/21, 9:25 AM;;($0.96);-1.0;
142;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Close;1.0;$65.36;5/18/21, 9:26 AM;($0.08);($1.13);0.0;
143;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Open;1.0;$65.36;5/18/21, 9:26 AM;;($1.23);1.0;
144;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Close;-1.0;$65.26;5/18/21, 9:26 AM;($0.09);($1.23);0.0;
145;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Open;-1.0;$65.26;5/18/21, 9:26 AM;;($1.27);-1.0;
146;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Close;1.0;$65.74;5/18/21, 9:29 AM;($0.48);($1.71);0.0;
147;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Open;1.0;$65.74;5/18/21, 9:29 AM;;($1.80);1.0;
148;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Close;-1.0;$65.65;5/18/21, 9:29 AM;($0.09);($1.80);0.0;
149;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Open;-1.0;$65.65;5/18/21, 9:29 AM;;($1.88);-1.0;
150;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Close;1.0;$65.83;5/18/21, 9:31 AM;($0.18);($1.98);0.0;
151;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Open;1.0;$65.83;5/18/21, 9:31 AM;;($2.04);1.0;
152;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Close;-1.0;$65.77;5/18/21, 9:31 AM;($0.06);($2.04);0.0;
153;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Open;-1.0;$65.77;5/18/21, 9:31 AM;;($1.99);-1.0;
154;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Close;1.0;$66.27;5/18/21, 9:40 AM;($0.50);($2.54);0.0;
155;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Open;1.0;$66.27;5/18/21, 9:40 AM;;($2.48);1.0;
156;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Close;-1.0;$66.39;5/18/21, 9:41 AM;$0.12;($2.42);0.0;
157;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Open;-1.0;$66.39;5/18/21, 9:41 AM;;($2.48);-1.0;
158;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Close;1.0;$58.71;5/19/21, 8:39 AM;$7.68;$5.26;0.0;
159;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Open;1.0;$58.71;5/19/21, 8:39 AM;;$5.23;1.0;
160;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Close;-1.0;$58.58;5/19/21, 8:39 AM;($0.13);$5.13;0.0;
161;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Open;-1.0;$58.58;5/19/21, 8:39 AM;;$5.11;-1.0;
162;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Close;1.0;$58.67;5/19/21, 8:39 AM;($0.09);$5.04;0.0;
163;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Open;1.0;$58.67;5/19/21, 8:39 AM;;$4.97;1.0;
164;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Close;-1.0;$58.60;5/19/21, 8:40 AM;($0.07);$4.97;0.0;
165;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Open;-1.0;$58.60;5/19/21, 8:40 AM;;$5.07;-1.0;
166;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Close;1.0;$58.63;5/19/21, 8:40 AM;($0.03);$4.94;0.0;
167;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Open;1.0;$58.63;5/19/21, 8:40 AM;;$4.85;1.0;
168;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Close;-1.0;$58.54;5/19/21, 8:40 AM;($0.09);$4.85;0.0;
169;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Open;-1.0;$58.54;5/19/21, 8:40 AM;;$4.91;-1.0;
170;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Close;1.0;$58.60;5/19/21, 8:42 AM;($0.06);$4.79;0.0;
171;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Open;1.0;$58.60;5/19/21, 8:42 AM;;$4.86;1.0;
172;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Close;-1.0;$58.96;5/19/21, 8:43 AM;$0.36;$5.15;0.0;
173;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Open;-1.0;$58.96;5/19/21, 8:43 AM;;$5.07;-1.0;
174;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Close;1.0;$59.83;5/19/21, 8:45 AM;($0.87);$4.28;0.0;
175;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Open;1.0;$59.83;5/19/21, 8:45 AM;;$4.21;1.0;
176;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Close;-1.0;$59.76;5/19/21, 8:46 AM;($0.07);$4.21;0.0;
177;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Open;-1.0;$59.76;5/19/21, 8:46 AM;;$4.31;-1.0;
178;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Close;1.0;$59.49;5/19/21, 9:00 AM;$0.27;$4.48;0.0;
179;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Open;1.0;$59.49;5/19/21, 9:00 AM;;$4.58;1.0;
180;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Close;-1.0;$59.43;5/19/21, 9:00 AM;($0.06);$4.42;0.0;
