Id;Strategy;Side;Amount;Price;Date/Time;Trade P/L;P/L;Position;
72;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Close;-1.0;$58.96;5/19/21, 8:43 AM;$0.36;$5.51;0.0;
73;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Open;-1.0;$58.96;5/19/21, 8:43 AM;;$5.43;-1.0;
74;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Close;1.0;$59.83;5/19/21, 8:45 AM;($0.87);$4.64;0.0;
75;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Open;1.0;$59.83;5/19/21, 8:45 AM;;$4.57;1.0;
76;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Close;-1.0;$59.76;5/19/21, 8:46 AM;($0.07);$4.57;0.0;
77;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Open;-1.0;$59.76;5/19/21, 8:46 AM;;$4.67;-1.0;
78;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Close;1.0;$59.49;5/19/21, 9:00 AM;$0.27;$4.84;0.0;
79;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Open;1.0;$59.49;5/19/21, 9:00 AM;;$4.94;1.0;
80;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Close;-1.0;$59.43;5/19/21, 9:00 AM;($0.06);$4.78;0.0;
81;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Open;-1.0;$59.43;5/19/21, 9:00 AM;;$4.88;-1.0;
82;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Close;1.0;$58.04;5/19/21, 9:06 AM;$1.39;$6.17;0.0;
83;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Open;1.0;$58.04;5/19/21, 9:06 AM;;$6.09;1.0;
84;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Close;-1.0;$58.47;5/19/21, 9:08 AM;$0.43;$6.60;0.0;
85;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Open;-1.0;$58.47;5/19/21, 9:08 AM;;$6.64;-1.0;
86;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Close;1.0;$58.47;5/19/21, 9:09 AM;$0.00;$6.60;0.0;
87;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Open;1.0;$58.47;5/19/21, 9:09 AM;;$6.70;1.0;
88;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Close;-1.0;$58.90;5/19/21, 9:10 AM;$0.43;$7.03;0.0;
89;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Open;-1.0;$58.90;5/19/21, 9:10 AM;;$7.11;-1.0;
90;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Close;1.0;$58.93;5/19/21, 9:11 AM;($0.03);$7.00;0.0;
91;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Open;1.0;$58.93;5/19/21, 9:11 AM;;$6.93;1.0;
92;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Close;-1.0;$58.76;5/19/21, 9:11 AM;($0.17);$6.83;0.0;
93;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Open;-1.0;$58.76;5/19/21, 9:11 AM;;$6.76;-1.0;
94;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Close;1.0;$59.80;5/19/21, 9:19 AM;($1.04);$5.79;0.0;
95;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Open;1.0;$59.80;5/19/21, 9:19 AM;;$5.89;1.0;
96;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Close;-1.0;$60.11;5/19/21, 9:20 AM;$0.31;$6.10;0.0;
97;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Open;-1.0;$60.11;5/19/21, 9:20 AM;;$6.20;-1.0;
98;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Close;1.0;$60.43;5/19/21, 9:22 AM;($0.33);$5.77;0.0;
99;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Open;1.0;$60.43;5/19/21, 9:22 AM;;$5.87;1.0;
100;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Close;-1.0;$60.79;5/19/21, 9:23 AM;$0.36;$6.13;0.0;
101;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Open;-1.0;$60.79;5/19/21, 9:23 AM;;$6.15;-1.0;
102;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Close;1.0;$59.42;5/19/21, 9:40 AM;$1.37;$7.50;0.0;
103;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Open;1.0;$59.42;5/19/21, 9:40 AM;;$7.60;1.0;
104;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Close;-1.0;$59.61;5/19/21, 9:41 AM;$0.19;$7.69;0.0;
105;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Open;-1.0;$59.61;5/19/21, 9:41 AM;;$7.79;-1.0;
106;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Close;1.0;$59.68;5/19/21, 9:43 AM;($0.07);$7.62;0.0;
107;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Open;1.0;$59.68;5/19/21, 9:43 AM;;$7.72;1.0;
108;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Close;-1.0;$59.83;5/19/21, 9:43 AM;$0.15;$7.77;0.0;
109;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Open;-1.0;$59.83;5/19/21, 9:43 AM;;$7.87;-1.0;
110;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Close;1.0;$59.99;5/19/21, 9:44 AM;($0.16);$7.61;0.0;
111;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Open;1.0;$59.99;5/19/21, 9:44 AM;;$7.68;1.0;
112;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Close;-1.0;$60.62;5/19/21, 9:46 AM;$0.63;$8.24;0.0;
113;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Open;-1.0;$60.62;5/19/21, 9:46 AM;;$8.34;-1.0;
114;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Close;1.0;$60.70;5/19/21, 9:48 AM;($0.09);$8.15;0.0;
115;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Open;1.0;$60.70;5/19/21, 9:48 AM;;$8.09;1.0;
116;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Close;-1.0;$60.54;5/19/21, 9:48 AM;($0.17);$7.99;0.0;
117;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Open;-1.0;$60.54;5/19/21, 9:48 AM;;$8.09;-1.0;
118;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Close;1.0;$60.57;5/19/21, 9:49 AM;($0.04);$7.95;0.0;
119;GOLD_PAT_Range_Strategy_shorteraggregation(BUY PAT);Buy to Open;1.0;$60.57;5/19/21, 9:49 AM;;$7.91;1.0;
120;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Close;-1.0;$60.53;5/19/21, 9:49 AM;($0.04);$7.91;0.0;
121;GOLD_PAT_Range_Strategy_shorteraggregation(SELL PAT);Sell to Open;-1.0;$60.53;5/19/21, 9:49 AM;;$7.90;-1.0;


Max trade P/L: $7.68;

Total P/L: $7.91;

Total order(s): 60;
